asunto,categoria
"La fase en que se encuentra el desarrollo del historial social único que exige la ley de servicios sociales de canarias, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"La financiación que se destina a las hospederías casas del mar en los últimos años, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"La incidencia de la covid-19 en los centros educativos, respecto a las bajas de personal docente y no docente tras las vacaciones de navidad, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La incidencia de la covid-19 en los centros educativos, respecto al alumnado contagiado y/o confinado tras las vacaciones de navidad, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La instalación de una planta de reciclaje de recursos geológicos con planta de valoración de áridos reciclados y fábrica de hormigón preparado en el puerto de arrecife, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"La inversión en la construcción de instalaciones destinadas a cafetería en el hospital insular nuestra señora de los reyes, dirigida al sr. consejero de sanidad.",INDUSTRIA
"La matriculación indebida de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La modificación del decreto 111/2004, de 29 de julio, por el que se aprueba el reglamento sobre procedimiento de declaración y régimen jurídico de los bienes de interés cultural, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La naturaleza jurídica de la inmobiliaria social que ha puesto en marcha visocan, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"La nueva estrategia para el tratamiento de casos positivos por covid-19, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"La obra del consultorio local de el castillo, en antigua, dirigida al sr. consejero de sanidad.",INDUSTRIA
"La oferta formativa de formación profesional para tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La orden de pago de la totalidad del precio del contrato de mascarillas sin que se entregasen las mismas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"La planificación de tramitación y aprobación de leyes y reglamentos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La promoción de nuestros productos agroalimentarios en fitur 2022, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"La razón del rechazo del solar aportado por el ayuntamiento de antigua para la construcción del nuevo centro de salud de la localidad de el castillo, dirigida al sr. consejero de sanidad.",INDUSTRIA
"La razón para que una vez se tiene constancia de la falsificación de las mascarillas no se denunciara en el juzgado correspondiente, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"La razón por la que las obras de la avenida-bulevar de primero de mayo, en puerto del rosario, estén ejecutadas solo al 3%, dirigida a la sra. consejera de turismo, industria y comercio.",INDUSTRIA
"La red de oficinas verdes, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"La reducción de contratos de trabajadores a tiempo completo, dirigida a la sra. consejera de economía, conocimiento y empleo.",TRABAJO Y EMPLEO
"La rehabilitación integral de las 90 viviendas en puerto del rosario del plan estatal de vivienda y rehabilitación, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"La respuesta del gobierno de españa sobre las acciones adoptadas en cumplimiento de la 10l/pnlp-0355, dirigida al gobierno.",VIDA POLÍTICA
"La respuesta del gobierno de españa sobre las acciones adoptadas en cumplimiento de la 10l/pnlp-0377, dirigida al gobierno.",VIDA POLÍTICA
"La reunión mantenida con la comisión europea para la exención del tipo mínimo del 15% en el impuesto de sociedades, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"La situación actual del aru de titerroy, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"La situación actual del aru de valterra, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"La situación de la federación regional de lucha canaria, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La solicitud de cambio de uso del actual refugio pesquero de san cristóbal, en las palmas de gran canaria, a puerto deportivo y de pesca, dirigida al sr. consejero de obras públicas, transportes y vivienda.","AGRICULTURA, SILVICULTURA Y PESCA"
"La titularidad del solar sobre el que se asienta el antiguo colegio de villaverde, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"La última vez que se realizaron obras para la conservación de la casa de los coroneles, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",ASUNTOS SOCIALES
"La vinculación del otorgamiento de la concesión para la explotación de la cantera denominada san josé, a la necesidad de la concesión del uso del puerto de santa águeda, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"La vinculación del otorgamiento de la concesión para la utilización del puerto de santa águeda, a la necesidad de la concesión para la explotación de la cantera denominada san josé, dirigida al sr. consejero de obras públicas, transportes y vivienda.",TRANSPORTES
"Las 76 medidas concretas pactadas en el vii acuerdo de concertación social, dirigida a la sra. consejera de economía, conocimiento y empleo.",ASUNTOS SOCIALES
"Las asignaturas de economía, emprendimiento y finanzas en la nueva configuración de los currículos conforme establece la ley de educación, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Las conclusiones de la comisión de estudio creada para valorar la continuidad de la actividad de la cementera sita en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Las conclusiones del ii encuentro de gestión de parques arqueológicos de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Las consecuencias de no terminar a tiempo las obras de la avenida-bulevar de primero de mayo, en puerto del rosario,  dirigida a la sra. consejera de turismo, industria y comercio.",INDUSTRIA
"Las consecuencias de no terminar a tiempo las obras del paseo marítimo de puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.",INDUSTRIA
"Las instalaciones de la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Las obras de ampliación del ceip el tostón, en el cotillo, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Las obras de mantenimiento de escuelas infantiles durante 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Las obras de mantenimiento de escuelas infantiles titularidad de la consejería durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Las obras de mejora y acondicionamiento de la zarza y la zarcita, en la palma, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Las obras en materia sanitaria proyectadas en lanzarote, dirigida al sr. consejero de sanidad.",INDUSTRIA
"Las pérdidas que ha tenido que cubrir la comunidad autónoma de la sociedad para el desarrollo económico de canarias, desde 2019, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Las posibilidades de finalización de la obra de la carretera lp-2, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Las prestaciones de las plantas desaladoras portátiles transportadas a la palma para inyectar agua a la red de riego afectada por la erupción volcánica, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Las primeras jornadas farmacéuticas mauritanas celebradas en nuakchot, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Las prioridades en carreteras en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Las solicitudes de implantación de parques eólicos en lanzarote, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Lista de espera de la especialidad de oncología en las distintas islas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Lista de espera para reconocimiento de grado de discapacidad o revisión del mismo por islas, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Listado de hoteles que se han acogido a la campaña del gobierno de canarias sobre la venta de quesos en los hoteles de canarias, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Llamadas recibidas en el teléfono acentejo te escucha desde su creación, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Los datos de alumnado y profesorado contagiados de covid-19 durante el curso 2021/2022, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Los datos de lista de espera para psicología en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Los datos de lista de espera para psiquiatría en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Los expedientes de la construcción de vivienda pública en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Los inconvenientes para el desarrollo de la energía mareomotriz, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Los motivos del retraso en la apertura de la oficina de la agencia tributaria canaria en icod de los vinos, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"Los objetivos de la estrategia de energía eólica marina, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Los objetivos de la inmobiliaria social que ha puesto en marcha visocan, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Los plazos previstos para el inicio de las obras del consultorio médico situado en el casco de buenavista del norte, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Los trabajos del proyecto de patología mental común, que se inicia con el objetivo de realizar una labor preventiva y evitar la cronicidad, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Mantenimiento de desdoblamiento de consultas de oncología en la isla de fuerteventura, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Media de documentos electrónicos que firma la administración pública canaria al día, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",VIDA POLÍTICA
"Medidas a adoptar para que las familias de dos alumnos del ies teror no tengan que devolver las ayudas económicas recibidas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Medidas a tomar para garantizar el cumplimento de las resoluciones sancionadoras n.º 866 de 14 de diciembre de 2020 y n.º 1259 de 30 de noviembre de 2021 de la agencia canaria de protección del medio natural, dirigida al gobierno.",MEDIO AMBIENTE
"Medidas adoptadas ante la actual situación de parálisis de las obras de la residencia de mayores de frontera, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Medidas ante la problemática de los ganaderos de lanzarote y fuerteventura para el traslado en barco entre ambas islas del ganado porcino, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Medidas concretas para reducir y eliminar los vertidos al mar, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas de control  y actualizaciones que se han llevado a cabo para evitar la proliferación de cianobacterias en el litoral canario, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas implementadas para paliar la caída de las exportaciones en el sector del tomate, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Medidas llevadas a cabo para ayudar a las miles de familias canarias con viviendas vacacionales legales que han sufrido la crisis turística provocada por el covid-19, dirigida a la sra. consejera de turismo, industria y comercio.",ECONOMÍA
"Medidas para adaptar las tallas mínimas de especies de interés pesquero cuya madurez sexual está aún por debajo de la talla mínima, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Medidas para agilizar e implementar los trámites recogidos por el real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas para agilizar el alta de gestores y productores de residuos, en la línea que marca el real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas para agilizar los trámites e inscripción en la plataforma electrónica de gestión de residuos e-sir, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas para depurar responsabilidades en la dirección del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Medidas para el fomento de la utilización de productos ecológicos y de producción canaria en los centros educativos, dirigida a la sra. consejera de agricultura, ganadería y pesca.",MEDIO AMBIENTE
"Medidas para el fomento de la utilización de productos ecológicos y de producción canaria en los centros sanitarios y sociosanitarios, dirigida a la sra. consejera de agricultura, ganadería y pesca.",MEDIO AMBIENTE
"Medidas para facilitar el traslado de residuos entre islas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas para garantizar el cumplimiento de las resoluciones sancionadoras n.º 866 y n.º 1259 de la agencia canaria de protección del medio natural, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas para mejorar el sector primario de lanzarote, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Medidas para potenciar y desarrollar la economía circular en las islas y evitar las dificultades para generar economías de escala, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Medidas para potenciar y desarrollar la economía circular, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Medidas para promover el empleo en las mujeres, dirigida a la sra. consejera de economía, conocimiento y empleo.",TRABAJO Y EMPLEO
"Medidas para promover la aprobación de los planes de igualdad en las empresas privadas, dirigida a la sra. consejera de economía, conocimiento y empleo.",TRABAJO Y EMPLEO
"Medidas para retirar o solicitar la devolución íntegra de subvención o financiación otorgada, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Medidas previstas para apoyar a las canarias y canarios que cumplen condena en el extranjero, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",VIDA POLÍTICA
"Medidas previstas para mejorar los resultados de la vendimia de lanzarote de 2021, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Medidas previstas para reparar los desperfectos de las obras ejecutadas en el mirador de jinama, dirigida a la sra. consejera de turismo, industria y comercio.",EDUCACIÓN Y COMUNICACIÓN
"Medidas que se están adoptando para generar economías de escala dentro de la economía circular, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Medidas que se han llevado a cabo en salud mental desde la erupción del volcán de la palma, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Medios del instituto canario de las cualificaciones para conseguir el objetivo fijado de 26000 unidades de competencia, dirigida al gobierno.",VIDA POLÍTICA
"Medios en los que se publicita o informa a los pescadores recreativos del procedimiento a seguir para realizar el análisis de la ciguatera, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Mes de 2022 en que comenzará el desmantelamiento de los terrenos de la refinería de santa cruz de tenerife, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Modificación de la ley de transportes para que los propietarios de licencias de taxis en islas no capitalinas puedan tener más de una, dirigida al sr. consejero de obras públicas, transportes y vivienda.",TRANSPORTES
"Modificaciones concretas en los pliegos de condiciones técnicas y administrativas respecto al concurso para la adjudicación de instalaciones y medios técnicos con destino a los servicios informativos de televisión canaria, dirigida al sr. administrador único de rtvc.",EDUCACIÓN Y COMUNICACIÓN
"Motivo de autorización del incremento de gasto de la convocatoria para el ejercicio 2021 de las compensaciones al transporte interinsular de mercancías, dirigida al sr. consejero de obras públicas, transportes y vivienda.",TRANSPORTES
"Motivo de destinar solo a los municipios de menos de 20000 habitantes las instalaciones y material de playas adquiridos con fondos europeos react-ue, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",VIDA POLÍTICA
"Motivo de eliminación de estudios de formación profesional en el ies domingo pérez minik, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Motivo de la no cesión de las instalaciones de la escuela unitaria del puerto de la estaca para su uso en actividades culturales como ha solicitado el ayuntamiento de valverde, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Motivo del cierre de la casa de los coroneles, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",ASUNTOS SOCIALES
"Motivo por el que no se ha ejecutado ninguna obra de regadío en 2021 en fuerteventura, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Motivo por el que solo se trasladan oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín y no desde otras islas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Motivos de la denegación de la ayuda económica transitoria para pensionistas canarios-venezolanos retornados prácticamente al 100% en la provincia de las palmas durante 2018, 2019 y 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Motivos para dejar de celebrar acuerdos con ttoo para potenciar la conectividad mediante co-marketing, dirigida a la sra. consejera de turismo, industria y comercio.",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"Motivos por los que no se ha abierto al público la piscina municipal de candelaria, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Motivos por los que no se ha abonado la parte correspondiente en el ari 90 viviendas en puerto del rosario, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Motivos por los que no se ha ejecutado la red de riego de san andrés e isora, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Motivos por los que no se ha incoado el expediente para declarar la caducidad del parque eólico fuerteventura renovables i, en la oliva, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Motivos por los que no se ha justificado el proyecto acciones de apoyo a la internacionalización (best in gc), subvencionado en 2020, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Motivos por los que no se ha puesto en funcionamiento la residencia de mayores en guía de isora, finalizada desde noviembre de 2019, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Motivos por los que no se han iniciado las obras de la construcción de un falso túnel en la zona de la playa de la madera, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Motivos por los que no se han presentado proyectos a financiar con los fondos europeos para la inclusión, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Motivos por los que no se han puesto en marcha las obras de rehabilitación del poblado del pozo de las calcosas, dirigida a la sra. consejera de turismo, industria y comercio.",INDUSTRIA
"Motivos por los que no se realiza online el máster de acceso al profesorado de formación profesional, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Motivos trasladados por el ministerio por los que no se ha instalado el radar en la zona norte de lanzarote para la detección y localización de pateras, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",VIDA POLÍTICA
"Municipios en los que se ha proyectado la ejecución de viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Municipios en los que se han adquirido viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Municipios en los que se han rehabilitado viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Municipios que se verán beneficiados por el convenio para combatir la despoblación del medio rural, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Necesidad de una modificación legislativa para devolver el igic pagado por las empresas turísticas y que han resultado operaciones fallidas por la quiebra de thomas cook, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"Número de avales e importe que ha otorgado avalcanarias desde 2020, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"Número de ayudas al alquiler de vivienda por el covid-19 que se solicitaron y presentaron en 2020, que no han sido pagadas a 1 de enero de 2022, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Número de centros integrados de formación profesional de nueva construcción que se han previsto, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Número de centros integrados de formación profesional que se han construido, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Número de contratos de emergencia realizados por el servicio canario de la salud que se abonaron sin recibir el material contratado durante 2020 y 2021, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de defunciones producidas durante 2021, con detalle de causa de muerte covid-19, sospecha de covid-19, gripe y patologías oncológicas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de empresas que se presentaron para desarrollar la plataforma canarian market, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Número de empresas que se trasladaron a canarias desde el reino unido a raíz del brexit, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"Número de especialistas endocrinos en fuerteventura, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de expedientes sancionadores en trámite derivados de los incumplimientos de la directiva 2000/60/ce del parlamento europeo y del consejo, de 23 de octubre de 2000, por la que se establece un marco comunitario de actuación en el ámbito de la política de aguas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Número de familias que han recibido fondos procedentes de los 5 millones de euros anunciados para auxiliar a familias en la palma, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Número de incidencias cubiertas por la póliza de seguro de viaje covid-19 para turistas, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Número de licencias de pesca y marisqueo profesional, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Número de licencias de pesca y marisqueo recreativo, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Número de llamadas recibidas en el teléfono de asistencia al coronavirus durante 2021, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de mascarillas destinadas al alumnado más vulnerable durante 2021, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Número de menores atendidos y tutelados en inmuebles relacionados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Número de pacientes con alta médica ocupando una cama en hospitales, que desde el mes de septiembre de 2021 han sido trasladados a una plaza sociosanitaria, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de pacientes ingresados por covid-19 en hospitales, en planta y uci, con variante delta, ómicron y otras, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de pacientes y tiempo de espera para realizar pruebas diagnósticas en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de personas pendientes de ser grabadas en el sistema  para ser posteriormente valoradas en dependencia en fuerteventura, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Número de personas pendientes de ser grabadas en el sistema para ser posteriormente valoradas en dependencia, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Número de personas pendientes de ser valoradas en dependencia en fuerteventura, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Número de personas que esperan por una intervención quirúrgica y tiempo que tardan en realizarla en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de personas que ha solicitado la eutanasia, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de personas que recibieron el reconocimiento de discapacidad en 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Número de personas que se han inscrito a la campaña bono bonito de la palma, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Número de personas solicitantes de la prep, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de procedimientos sancionadores que se ejecutaron en 2020-2021 por infracciones a los pescadores profesionales, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Número de procedimientos sancionadores que se ejecutaron en 2020-2021 por infracciones a los pescadores recreativos, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Número de psicólogos y psiquiatras que se han contratado para el área de salud de fuerteventura en 2020, 2021, y 2022, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de puntos de vertidos ilegales de residuos que hay en cada una de las islas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Número de residentes que se han beneficiado del bono turístico canario, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Número de reuniones de trabajo que se mantuvieron en la imex de frankfurt, dirigida a la sra. consejera de turismo, industria y comercio.",TRABAJO Y EMPLEO
"Número de reuniones que se mantuvieron con organizadores de pruebas deportivas en la international sport convention de londres, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Número de sanitarios contagiados por covid-19 en diciembre de 2021 y primeros 15 días de enero de 2022, desglosado por días, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de solicitudes de reconocimiento de competencias profesionales recibidas en 2021 y número de acreditaciones realizadas, dirigida a la sra. consejera de economía, conocimiento y empleo.",TRABAJO Y EMPLEO
"Número de trabajadores sociales que atienden a los menores en inmuebles relacionados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Número de turistas extranjeros que nos visitaron durante 2021, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Número de turistas nacionales que nos visitaron durante 2021, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Número de usuarios atendidos desde la creación de la consulta de atención afectivo-sexual para jóvenes y adolescentes de lanzarote, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Número de visitas que recibió el stand de canarias en la feria navartur 2022, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Número de viviendas compradas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Número de viviendas que se han proyectado para su construcción en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Número de viviendas que se han rehabilitado en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
