ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PE-4656","10","Número de especialistas endocrinos en fuerteventura, dirigida al sr. consejero de sanidad.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4657","10","El personal laboral en la casa de los coroneles mientras dure el cierre, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4658","10","Motivo del cierre de la casa de los coroneles, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4659","10","La última vez que se realizaron obras para la conservación de la casa de los coroneles, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4661","10","El impulso de la adaptación de la ley canaria de igualdad a la normativa estatal, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4663","10","Impulso de una ley canaria de conciliación de la vida familiar, personal y laboral en esta legislatura, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4664","10","Medidas para promover el empleo en las mujeres, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4666","10","Medidas para promover la aprobación de los planes de igualdad en las empresas privadas, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4652","10","Número de pacientes y tiempo de espera para realizar pruebas diagnósticas en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.","2022-03-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4667","10","Número de solicitudes de reconocimiento de competencias profesionales recibidas en 2021 y número de acreditaciones realizadas, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4668","10","Situación del expediente sancionador abierto a la residencia de mayores la milla, en santa maría de guía, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4673","10","La financiación que se destina a las hospederías casas del mar en los últimos años, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4485","10","La incidencia de la covid-19 en los centros educativos, respecto al alumnado contagiado y/o confinado tras las vacaciones de navidad, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-25","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4489","10","Número de residentes que se han beneficiado del bono turístico canario, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-25","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4490","10","Acciones en fitur 2022 para fomentar los productos agroalimentarios, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-25","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4674","10","Motivos para dejar de celebrar acuerdos con ttoo para potenciar la conectividad mediante co-marketing, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4675","10","Creación de unidades de referencia en enfermedades raras en las islas capitalinas, en cumplimiento de lo aprobado en la 10l/pnlp-0108, dirigida al sr. consejero de sanidad.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4676","10","Realización de protocolo para la alimentación materna en las escuelas infantiles, dirigida al sr. consejero de sanidad.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4677","10","Presupuesto destinado para el tratamiento de enfermedades raras, dirigida al sr. consejero de sanidad.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4678","10","Plan desarrollado para abordar el tratamiento de las enfermedades raras, dirigida al sr. consejero de sanidad.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4679","10","Creación de consultas especializadas en enfermedades raras en las islas no capitalinas, en cumplimiento de lo aprobado en la 10l/pnlp-0108, dirigida al sr. consejero de sanidad.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4680","10","La red de oficinas verdes, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-03-22","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4681","10","La celebración en barcelona de las iii jornadas de mujeres lesbianas, bisexuales & aliadas, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-23","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4682","10","Estado de tramitación de la licitación del proyecto de ejecución de las viviendas de promoción pública en maneje, arrecife, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4683","10","Planificación en el hierro para dar solución a los alumnos que finalizan su etapa en las aulas enclave, y necesitan mayor tiempo de aprendizaje y adaptación de tránsito a la vida adulta, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4684","10","Previsión de puesta en marcha de iniciativas para mejorar la oferta de formación básica inicial en el hierro, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4685","10","Estado en que se encuentran los trámites para la conversión de la guardería municipal de valverde en escuela infantil, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4686","10","Recursos destinados para ayudar a los municipios de el hierro en materia de educación de 0 a 3 años, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4687","10","Motivos por los que no se ha ejecutado la red de riego de san andrés e isora, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4688","10","Previsión de puesta en marcha de ayuda económica transitoria para pensionistas emigrantes canarios-venezolanos retornados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4689","10","Medidas adoptadas ante la actual situación de parálisis de las obras de la residencia de mayores de frontera, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4690","10","Estado en que se encuentran las obras de la avenida marítima de puerto del rosario, entre la zona de la playa de los pozos y el parador, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4691","10","Estado en que se encuentran las obras de la calle primero de mayo en puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4692","10","Situación en que se encuentran las obras del ies la lajita, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4693","10","Protocolo que existe para la recogida de los desechos sanitarios en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.","2022-03-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4694","10","Cumplimiento del protocolo existente para la recogida de los desechos sanitarios en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.","2022-03-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4695","10","Situación en que se encuentran las obras del cae del sur, en fuerteventura, dirigida al sr. consejero de sanidad.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4697","10","Estrategia promocional que se está llevando a cabo en 2022 para recuperar el turismo, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4698","10","Número de reuniones que se mantuvieron con organizadores de pruebas deportivas en la international sport convention de londres, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4699","10","Acciones que se están llevando a cabo para reactivar el comercio en 2022, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4700","10","Conclusiones de la reunión mantenida con tui el 24 de marzo, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4701","10","Presupuesto destinado para proyectos de formación en alternancia con el empleo para 2022, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4702","10","Número de personas que se han inscrito a la campaña bono bonito de la palma, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4703","10","Presupuesto destinado para proyectos de formación en alternancia con el empleo durante 2021, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4704","10","Grado de cumplimiento del plan estratégico de subvenciones 2020-2022 del instituto canario de igualdad, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4554","10","Importe de las subvenciones otorgadas durante 2021 destinadas a instalaciones de autoconsumo de energías renovables en el sector residencial, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-02-16","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4555","10","Número de turistas extranjeros que nos visitaron durante 2021, dirigida a la sra. consejera de turismo, industria y comercio.","2022-02-16","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4556","10","Número de turistas nacionales que nos visitaron durante 2021, dirigida a la sra. consejera de turismo, industria y comercio.","2022-02-16","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4557","10","Gasto turístico en las islas durante 2021, dirigida a la sra. consejera de turismo, industria y comercio.","2022-02-16","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4696","10","Estado en que se encuentra la implantación de la llamada quinta libertad de transporte aéreo, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-03-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4558","10","Existencia de tratado o convenio bilateral entre el gobierno de canarias y marruecos para el traslado, devolución o repatriación de menores inmigrantes en canarias, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-02-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4813","10","Previsión de regular el camping y caravanas como actividad turística y/o producto turístico, dirigida a la sra. consejera de turismo, industria y comercio.","2022-04-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4814","10","La respuesta del gobierno de españa sobre las acciones adoptadas en cumplimiento de la 10l/pnlp-0355, dirigida al gobierno.","2022-04-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4815","10","La respuesta del gobierno de españa sobre las acciones adoptadas en cumplimiento de la 10l/pnlp-0377, dirigida al gobierno.","2022-04-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4816","10","Fecha del traslado al gobierno de españa instando el cumplimiento de la 10l/pnlp-0355, dirigida al gobierno.","2022-04-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4817","10","Fecha del traslado al gobierno de españa instando el cumplimiento de la 10l/pnlp-0337, dirigida al gobierno.","2022-04-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4818","10","Estado de cumplimiento de la 10l/pnlp-0323, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4819","10","Estado de cumplimiento de la 10l/pnlc-0086, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4820","10","Razón de la no ejecución del plan canario de infraestructura educativa 2018-2025 en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-29","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4821","10","Las obras de ampliación del ceip el tostón, en el cotillo, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-29","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4708","10","Previsión de cumplir con el compromiso expresado en el pleno de 26 de octubre, para convocar de forma inmediata cuatro plazas de jefatura de servicio en la plantilla orgánica del huc, dirigida al sr. consejero de sanidad.","2022-03-31","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4709","10","Fecha de solicitud a la demarcación de costas de canarias de la adscripción del dominio público marítimo terrestre para la realización de las obras de la metroguagua en el litoral más cercano a vegueta, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-03-31","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4705","10","Previsión de constituir una mesa de trabajo para concretar la aplicación de la lomloe en relación con las materias de economía, emprendimiento y finanzas, a impartir en eso y bachillerato, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-29","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4706","10","Las asignaturas de economía, emprendimiento y finanzas en la nueva configuración de los currículos conforme establece la ley de educación, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-29","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4707","10","Número de personas pendientes de ser grabadas en el sistema  para ser posteriormente valoradas en dependencia en fuerteventura, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-29","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4561","10","La afección en el producto interior bruto de la palma ante las consecuencias de la erupción volcánica, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-02-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4660","10","Las 76 medidas concretas pactadas en el vii acuerdo de concertación social, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4662","10","Creación de la comisión de seguimiento y evaluación de las políticas públicas prevista en los vii acuerdos de concertación social, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-03-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4665","10","Realización de acciones para promover la aprobación de planes de igualdad en las administraciones públicas, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-03-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4669","10","La vinculación del otorgamiento de la concesión para la utilización del puerto de santa águeda, a la necesidad de la concesión para la explotación de la cantera denominada san josé, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-03-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4670","10","Previsión de actualización del censo de vertidos desde tierra al mar elaborado en 2017, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-03-21","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4756","10","Posibles soluciones para paliar las repercusiones de la segunda fase de la vía gc-2 casco-risco de agaete, dirigida a la sr. consejero de obras públicas, transportes y vivienda.","2022-04-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4757","10","Número de puntos de vertidos ilegales de residuos que hay en cada una de las islas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-04-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4758","10","Medidas ante la problemática de los ganaderos de lanzarote y fuerteventura para el traslado en barco entre ambas islas del ganado porcino, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-04-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4759","10","Existencia de algún estudio en el que consten las necesidades de mano de obra en lanzarote para los próximos 10 años, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-04-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4760","10","El operativo de vigilancia que se ha puesto en marcha en la palma para rastrear especímenes del mosquito aedes aegypti, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-04-11","Cerrada","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4761","10","Resultado conseguido con el operativo de rastreo del mosquito aedes aegypti en la palma, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-04-11","Cerrada","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4671","10","Medidas para garantizar el cumplimiento de las resoluciones sancionadoras n.º 866 y n.º 1259 de la agencia canaria de protección del medio natural, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-03-21","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4672","10","Conocimiento de la situación en la que se encuentran las hospederías casa del mar, en tenerife, desde hace años sin agua caliente, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4710","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, aulas mixtas de segundo y tercer ciclo de educación infantil en el ceip artenara, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4711","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, aulas mixtas de segundo y tercer ciclo de educación infantil en el ceip las playitas, en tuineje, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4712","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, aulas mixtas de segundo y tercer ciclo de educación infantil en el ceo ignacio aldecoa, en teguise, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4713","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip artemi semidán, en mogán, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4714","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip barranco del ciervo, en pájara, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4715","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip cabo blanco, en arona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4716","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip césar manrique, en puerto de la cruz, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4717","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip concepción rodríguez artiles, en tías, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4718","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip europa-néstor álamo, en las palmas de gran canaria, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4719","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip garcía escámez, en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4720","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip josé luis albendea y gómez de aranda, en san andrés y sauces, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4721","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip josé manuel illera de la mora, en santa brígida, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4722","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip julio delgado delgado, en icod de los vinos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4723","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip la goleta, en arucas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4724","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip la pasada, en granadilla de abona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4725","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip la salud, en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4726","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip la vega, en icod de los vinos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4755","10","Ayudas a las que se puede acoger un joven pescador de canarias, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-04-07","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4484","10","La incidencia de la covid-19 en los centros educativos, respecto a las bajas de personal docente y no docente tras las vacaciones de navidad, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-25","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4727","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip las delicias, en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4728","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip león y castillo, en las palmas de gran canaria, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4729","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip maría castrillo garcía, en la oliva, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4730","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip mariela cáceres pérez, en los llanos de aridane, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4731","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip mencey bencomo, en santa úrsula, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
